src,prod,name
C=CC=C.[O-][N+](=O)C=Cc1ccc(cc1Cl)F.Cc1ccccc1,[O-][N+](=O)[C@@H]1CC=CC[C@H]1c1ccc(cc1Cl)F,Diels-Alder cycloaddition
C=C(C#N)C(=O)OCC.C1C=CCC=1.Cc1ccccc1,CCOC(=O)C1(CC2C=CC1C2)C#N,Diels-Alder cycloaddition
C=C1CCc2ccccc2C1=O.C/C=C/OCC.CC(Cl)Cl,CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
C=C1CCc2ccccc2C1=O.CC=COCC.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(Cl)Cl.[Yb],CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
C=CC=O.c1ccoc1.Cl[Al](Cl)Cl,O=CC1CC2C=CC1O2,Diels-Alder cycloaddition
C#C[Si](C)(C)C.C=CC(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1=CCC(=CC1)[Si](C)(C)C,Triple bond Diels-Alder
C#C[Si](C(C)C)(C(C)C)C(C)C.C=CC(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1=CCC(=CC1)[Si](C(C)C)(C(C)C)C(C)C,Triple bond Diels-Alder
C#C[Si](C)(C)C.C=C(C)C(=C)C.CCP(c1ccccc1)c1ccccc1.ClCCl.Br[Co]Br.I[Zn]I,CC1CC(=CCC=1C)[Si](C)(C)C,Triple bond Diels-Alder
C=C1C(C2C=CC1C(C2=C)=C)=C.C1#CC=CC=C1,C=C1C(C2C=CC1C1Cc3ccccc3CC=12)=C,Triple bond Diels-Alder
COc1ccc(c(c1)Cl)/C=C/C=C/C(=O)N(C(=O)OC(C)(C)C)[C@H](C)/C=C\c1ccc(cc1)Cl.Cc1ccccc1,COc1ccc(c(c1)Cl)[C@H]1C=C[C@H]2C(N([C@@H]([C@H]2[C@@H]1c1ccc(cc1)Cl)C)C(=O)OC(C)(C)C)=O,Diels-Alder cycloaddition
CC(C)(C)OC(=O)N(C(=O)/C=C/C=C/c1ccc(cc1Cl)Cl)[C@@H](/C=C\c1ccc(cc1)Cl)COCc1ccccc1,CC(C)(C)OC(=O)N1C([C@H]2C=C[C@H]([C@H]([C@H]2[C@H]1COCc1ccccc1)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)N(C/C=C\c1ccc(cc1)Cl)Cc1ccc(c(c1)F)F.Cc1ccccc1,O=C1[C@H]2C=C[C@H]([C@@H]([C@@H]2CN1Cc1ccc(c(c1)F)F)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)N(C/C=C/c1ccc(cc1)Cl)Cc1ccc(c(c1)F)F.Cc1ccccc1,O=C1[C@H]2C=C[C@H]([C@H]([C@@H]2CN1Cc1ccc(c(c1)F)F)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,Diels-Alder cycloaddition
C[C@H](/C=C\c1ccc(cc1)Cl)OC(=O)/C=C/C=C/c1ccc(cc1Cl)Cl,C[C@H]1OC([C@H]2C=C[C@H]([C@@H]([C@H]12)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)NC/C=C\c1ccc(cc1)Cl.Cc1ccccc1.C1CN=C2CCCCCN2C1,O=C1NC[C@H]2[C@@H]1C=C[C@@H]([C@H]2c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,Diels-Alder cycloaddition
CC(/C=C\c1ccc(cc1)Cl)NC(=O)/C=C/C=C/c1ccc(cc1Cl)Cl.Cc1ccccc1,C[C@@H]1NC([C@H]2C=C[C@H]([C@@H]([C@H]12)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
C=C(C(=C)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl.O=C1C=CC(N1)=O,O=C1NC([C@@H]2CC(=C(C[C@H]12)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)NC/C=C/c1ccc(cc1)Cl.Cc1ccccc1,O=C1NC[C@H]2[C@@H]([C@H](C=C[C@@H]12)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl,Diels-Alder cycloaddition
C=C(C(=C)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl.C=CC(=O)NCc1ccc(c(c1)F)F,O=C(NCc1ccc(c(c1)F)F)[C@H]1CCC(=C(C1)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl,Diels-Alder cycloaddition
CC(C)(C)OC(=O)N(C(=O)/C=C/C=C/c1ccc(cc1Cl)Cl)[C@@H](/C=C\c1ccc(cc1)Cl)COCc1ccccc1,CC(C)(C)OC(=O)N1C([C@H]2C=C[C@H]([C@@H]([C@@H]2[C@H]1COCc1ccccc1)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
C=C(Cl)C#N.C1C=CCC=1.Cc1ccccc1,N#CC1(CC2C=CC1C2)Cl,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.ClCCl.Cl[Al](Cl)Cl,O=C1NC(C2C1C1C=CC2O1)=O,Diels-Alder cycloaddition
CC1(OC2C=CC=CC2O1)C.N#CC#CC#N,CC1(OC2C3C=CC(C(=C3C#N)C#N)C2O1)C,Triple bond Diels-Alder
CCOC(=O)/C=C/C(=O)OCC.CC1(OC2C=CC=CC2O1)C,CCOC(=O)C1C2C=CC(C3OC(OC32)(C)C)C1C(=O)OCC,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.CC1(OC2C=CC=CC2O1)C.Cc1ccccc1,CC1(OC2C(O1)C1C=CC2C(C1S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)C,Diels-Alder cycloaddition
C=c1ccccc1=C.O=C1C=CC(O1)=O,O=C1OC(C2Cc3ccccc3CC12)=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
C=C[C@@H](c1onc(c1C(O)c1occc1OC)OCc1ccccc1)N(C)C.CCN(CC)CC.Cc1ccccc1,CN(C)[C@@H]1c2onc(c2C([C@]23O[C@@H](C=C3OC)C[C@@H]12)O)OCc1ccccc1,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
C=CC(=O)OCC.C=CC1=CCCC([C@H]1OC(C)=O)C,CC(=O)OC1C2=CCCC(C2CCC1C)C(=O)OCC,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(=O)/C=C/C1=CCCC(C1)[N+]([O-])=O,C[C@H]1OC([C@H]2C=C3C[C@H](CC[C@@H]3[C@H]([C@H]21)C(=O)N(c1ccccc1)c1ccccc1)[N+]([O-])=O)=O,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)OCc1ccccc1)OC(=O)/C=C/C1=CCCC(C1)[N+]([O-])=O.C1CN=C2CCCCCN2C1,C[C@H]1OC([C@@H]2C=C3C[C@@H](CC[C@H]3[C@@H]([C@@H]21)C(=O)OCc1ccccc1)[N+]([O-])=O)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C#Cc1cc(c(cc1C(F)(F)F)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(F)(F)F)-c1ccnnc1,Aza-Diels-Alder reaction
C#Cc1cc(c(cc1C(C)C)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(C)C)-c1ccnnc1,Aza-Diels-Alder reaction
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
C=C(/C=C/N(C)C)O[Si](C)(C)C(C)(C)C.C=C(c1ncccc1Cl)C(F)(F)F.Cc1ccccc1,CC(C)(C)[Si](C)(C)OC1=CC(C(CC1)(c1ncccc1Cl)C(F)(F)F)N(C)C,Diels-Alder cycloaddition
O=C1C=CC(C=C1)=O.C1C=CCC=1.CO,O=C1C=CC(C2C3C=CC(C3)C12)=O,Diels-Alder cycloaddition
C=C(C)C1=CCO[Si]1(C(C)C)C(C)C.O=C1C=CC(N1c1ccccc1)=O.C1CCOC1,CC(C)[Si]1(OCC2C1=C(CC1C(N(C(C12)=O)c1ccccc1)=O)C)C(C)C,Diels-Alder cycloaddition
C=CC(=O)OCC.C1C=CCC=1,CCOC(=O)[C@@H]1CC2C=CC1C2,Diels-Alder cycloaddition
CCOC(=O)N[C@@H]1CCC=C(C1)/C=C/C(=O)O[C@H](C)/C=C\C(=O)OCc1ccccc1.C1CN=C2CCCCCN2C1,CCOC(=O)N[C@H]1CC2=C[C@H]3C(O[C@@H]([C@H]3[C@H]([C@@H]2CC1)C(=O)OCc1ccccc1)C)=O,Diels-Alder cycloaddition
CC(C)/C=C1\C=CC=C1.O=C1C=CC(N1)=O,CC(C)/C=C1/[C@@H]2C=C[C@H]1C1C(NC(C21)=O)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1,O=C1C2C(C(N1c1ccccc1)=O)C1C=CC2O1,Diels-Alder cycloaddition
CCOS(=O)(=O)C1CC2C=CC1C2.C1C=CCC=1,CCOS(=O)(=O)C1CC2CC1C1C3C=CC(C3)C21,Diels-Alder cycloaddition
C=CS(=O)(=O)OCC.C1C=CCC=1,CCOS(=O)(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CS(=O)(=O)OCC.C1C=CCC=1,CCOS(=O)(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
CCOC(=O)/C(=C\CC(C)C1CCC(=CC1)C)C(C)=O,CC1CC2C(=C(OC3(CCC1CC23)C)C)C(=O)OCC,Oxa-Diels-Alder reaction
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
CC1=CC=C(CC1)C(C)C.CC1=CC=C(CC1)C(C)C,CC12C=CC(CC2)(C2C=C(CCC21C)C(C)C)C(C)C,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1,O=C1NC(C2C1C1C=CC2O1)=O,Diels-Alder cycloaddition
C=C(C#N)C(=O)OCC.C1C=CCC=1.Cc1ccccc1,CCOC(=O)C1(CC2C=CC1C2)C#N,Diels-Alder cycloaddition
CC/C=C/CC.Cc1ccc(c(c1O)Cc1cc(c(c(c1O)CC)O)C(c1cc(c(c(c1O)Cc1ccc(c(c1O)CC)O)O)C)c1ccco1)O,CCc1c(c(cc(c1O)C(c1cc(c(c(c1O)Cc1ccc(c(c1O)CC)O)O)C)C12C=CC(O2)C(C1CC)CC)Cc1c(ccc(c1O)C)O)O,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)OCc1ccccc1)OC(=O)/C=C/C1=CCCC(C1)[N+]([O-])=O.C1CN=C2CCCCCN2C1,C[C@H]1OC([C@@H]2C=C3C[C@@H](CC[C@H]3[C@@H]([C@@H]21)C(=O)OCc1ccccc1)[N+]([O-])=O)=O,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(=O)/C=C/C1=CCCC(C1)[N+]([O-])=O,C[C@H]1OC([C@@H]2C=C3C[C@@H](CC[C@H]3[C@@H]([C@@H]21)C(=O)N(c1ccccc1)c1ccccc1)[N+]([O-])=O)=O,Diels-Alder cycloaddition
C=CC=O.c1ccoc1.CC(C)O.O=C=O.ClCCl.Cl[Al](Cl)Cl,O=CC1CC2C=CC1O2,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(=O)/C=C/C1=CCCC2(C1)OCCO2,CC1OC([C@@H]2C=C3CC4(CC[C@H]3[C@@H]([C@H]12)C(=O)N(c1ccccc1)c1ccccc1)OCCO4)=O,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(=O)/C=C/C1=CCCC2(C1)OCCO2,CC1OC([C@@H]2C=C3CC4(CC[C@H]3[C@@H]([C@H]12)C(=O)N(c1ccccc1)c1ccccc1)OCCO4)=O,Diels-Alder cycloaddition
CCOC(=O)N[C@@H]1CCC=C(C1)/C=C/C(=O)O[C@H](C)/C=C\C(=O)OCc1ccccc1.C1CN=C2CCCCCN2C1,CCOC(=O)N[C@H]1CC2=C[C@H]3C(O[C@@H]([C@H]3[C@H]([C@@H]2CC1)C(=O)OCc1ccccc1)C)=O,Diels-Alder cycloaddition
CCOC(=O)N[C@@H]1CCC=C(C1)/C=C/C(=O)OC(C)/C=C\C(=O)OCc1ccccc1.C1CN=C2CCCCCN2C1,CCOC(=O)N[C@H]1CC2=C[C@H]3C(O[C@@H]([C@H]3[C@H]([C@@H]2CC1)C(=O)OCc1ccccc1)C)=O,Diels-Alder cycloaddition
CN(C)C(=O)/C=C\[C@@H](C)OC(=O)/C=C/C1=CCCC2(C1)OCCO2.C1CN=C2CCCCCN2C1,CC1OC([C@@H]2C=C3CC4(CC[C@H]3[C@@H]([C@H]12)C(=O)N(C)C)OCCO4)=O,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)N1CCOCC1)OC(=O)/C=C/C1=CCCC2(C1)OCCO2.C1CN2CCCCCC2=NC1,CC1OC([C@@H]2C=C3CC4(CC[C@H]3[C@@H]([C@@H]21)C(=O)N1CCOCC1)OCCO4)=O,Diels-Alder cycloaddition
C=CC=CC.CCC=CC(C)=O.CCOCC.[O-]C([O-])=O.FB(F)F.ClCCl.[K+].[K+],C[C@H]1C=CC[C@@H]([C@H]1C(C)=O)CC,Diels-Alder cycloaddition
O=C1C=CCCCC1.C1C=CCCC=1.Cc1ccccc1.Cl[Al](Cl)Cl,O=C1CCCCC2C3C=CC(CC3)C12,Diels-Alder cycloaddition
O=C(Cl)/C=C/C(=O)Cl.c1ccoc1,O=C(Cl)[C@H]1C([C@H]2C=C[C@@H]1O2)C(=O)Cl,Diels-Alder cycloaddition
C=C[C@@H](c1onc(c1C(O)c1occc1OC)OCc1ccccc1)N(C)C.CCN(CC)CC.Cc1ccccc1,CN(C)[C@@H]1c2onc(c2C([C@]23O[C@@H](C=C3OC)C[C@@H]12)O)OCc1ccccc1,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
O=C1C=CC(C=C1)=O.C1C=CCCC=1.c1ccccc1,O=C1C=CC(C2C3C=CC(CC3)C12)=O,Diels-Alder cycloaddition
O=C1C=CC(C(=C1F)F)=O.C1C=CCCC=1.CCOCC,O=C1C(=C(C(C2C3C=CC(CC3)C12)=O)F)F,Diels-Alder cycloaddition
O=C1C=CC(C=C1)=O.C1C=CCCCC=1.ClCCl,O=C1C=CC(C2C3C=CC(CCC3)C12)=O,Diels-Alder cycloaddition
Cc1ccc(o1)C.O=C1C=CC(O1)=O.CCOCC,CC12C=CC(O2)(C2C(OC(C21)=O)=O)C,Diels-Alder cycloaddition
FC(F)(F)C(F)(/C=C/C(F)(F)F)C(F)(F)F.C1C=CCC=1,FC(F)(F)[C@@H]1[C@@H]2C=C[C@@H](C2)C1C(F)(C(F)(F)F)C(F)(F)F,Diels-Alder cycloaddition
Cc1ccc(o1)C.O=C1C=CC(O1)=O.CCOCC,CC12C=CC(O2)(C2C(OC(C21)=O)=O)C,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC(=O)OCCCC.C1C=CCC=1.C1=CC2C3C=CC(C3)C2C1,CCCCOC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=C(/C=C/N(C)C)O[Si](C)(C)C(C)(C)C.C=C(c1ncccc1Cl)C(F)(F)F.Cc1ccccc1,CC(C)(C)[Si](C)(C)OC1=CC(C(CC1)(c1ncccc1Cl)C(F)(F)F)N(C)C,Diels-Alder cycloaddition
CC1=CC[C@@H](C=C1)C(C)C.CC(C)CC=C1C(=CC(=CC1=O)OC)OC,COc1cc(c2c(c1)O[C@@]1(C=C[C@H](CC1C2CC(C)C)C(C)C)C)OC,Oxa-Diels-Alder reaction
C=CCN.C1C=CCC=1,NCC1C[C@@H]2C=C[C@H]1C2,Diels-Alder cycloaddition
C=CC(=O)OC.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)O.O=C(O)/C=C/C=C/C(=O)O,O=C(O)C1C=CC(CC1C(=O)O)C(=O)O,Diels-Alder cycloaddition
C=CC(=O)OC.COC(=O)/C=C/C=C/C(=O)OC.Cc1cccc(c1)C,COC(=O)C1C=CC(CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1C)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OCCCC.COC(=O)/C=C/C=C/C(=O)OC,CCCCOC(=O)C1CC(C=CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CCl.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1Cl)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OCCCC.CCCCOC(=O)/C=C/C=C/C(=O)OCCCC,CCCCOC(=O)C1C=CC(CC1C(=O)OCCCC)C(=O)OCCCC,Diels-Alder cycloaddition
C=Cc1ccccc1.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1c1ccccc1)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OC.COC(=O)/C=C/C=C/C(=O)OC.Cc1cccc(c1)C,COC(=O)C1C=CC(CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OC.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)O.O=C(O)/C=C/C=C/C(=O)O,O=C(O)C1C=CC(CC1C(=O)O)C(=O)O,Diels-Alder cycloaddition
C=CC(=O)OCCCC.CCCCOC(=O)/C=C/C=C/C(=O)OCCCC,CCCCOC(=O)C1C=CC(CC1C(=O)OCCCC)C(=O)OCCCC,Diels-Alder cycloaddition
C=CC(=O)OCCCC.COC(=O)/C=C/C=C/C(=O)OC,CCCCOC(=O)C1CC(C=CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC=O.c1ccoc1.CC(C)O.O=C=O.ClCCl.Cl[Al](Cl)Cl,O=CC1CC2C=CC1O2,Diels-Alder cycloaddition
C=CC(=O)c1ccc(c(c1F)F)-c1ccc(c(c1F)F)OCC.CO/C=C\C1CCC(CC1)CCC.Cl[Zn]Cl.C1CCOC1,CCCC1CCC(CC1)C1CC=C(OC1OC)c1ccc(c(c1F)F)-c1ccc(c(c1F)F)OCC,Oxa-Diels-Alder reaction
C=CC1CC2CC1C1OC21.C1C=CCC=1,C1=CC2CC1C(C2)C1CC2CC1C1OC21,Diels-Alder cycloaddition
C=CCCCCC=C.C1C=CCC=1,C=CCCCCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(=O)OCCCC.COC(=O)/C=C/C=C/C(=O)OC,CCCCOC(=O)C1CC(C=CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OCCCC.CCCCOC(=O)/C=C/C=C/C(=O)OCCCC,CCCCOC(=O)C1C=CC(CC1C(=O)OCCCC)C(=O)OCCCC,Diels-Alder cycloaddition
C=CCl.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1Cl)C(=O)OC,Diels-Alder cycloaddition
C=CC.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1C)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OC.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=Cc1ccccc1.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1c1ccccc1)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OCCCC.CCCCOC(=O)/C=C/C=C/C(=O)OCCCC,CCCCOC(=O)C1C=CC(CC1C(=O)OCCCC)C(=O)OCCCC,Diels-Alder cycloaddition
C=CC(=O)OCCCC.COC(=O)/C=C/C=C/C(=O)OC,CCCCOC(=O)C1CC(C=CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=Cc1ccccc1.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1c1ccccc1)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OC.COC(=O)/C=C/C=C/C(=O)OC.Cc1cccc(c1)C,COC(=O)C1C=CC(CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)OC.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1C(=O)OC)C(=O)OC,Diels-Alder cycloaddition
C=CC(=O)O.O=C(O)/C=C/C=C/C(=O)O,O=C(O)C1C=CC(CC1C(=O)O)C(=O)O,Diels-Alder cycloaddition
C=C.COC(=O)/C=C/C=C/C(=O)OC,COC(=O)C1C=CC(CC1)C(=O)OC,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.c1ccoc1.Cc1ccccc1,O=C1OC(C2C3C=CC(O3)C12)=O,Diels-Alder cycloaddition
CC[C@@H]1C(N(c2cnc(nc2N1C1CCCC1)C#Cc1ccccc1)C)=O.c1nncnn1.[O-][N+](=O)c1ccccc1,CC[C@@H]1C(N(c2cnc(nc2N1C1CCCC1)-c1cnncc1-c1ccccc1)C)=O,Aza-Diels-Alder reaction
CC(C)/C=C1\C=CC=C1.O=C1C=CC(N1)=O,CC(C)/C=C1/[C@@H]2C=C[C@H]1C1C(NC(C21)=O)=O,Diels-Alder cycloaddition
C=C1CCc2ccccc2C1=O.C/C=C/OCC.CC(Cl)Cl,CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
C=C1CCc2ccccc2C1=O.CC=COCC.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(Cl)Cl.[Yb],CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
O=C1C=CC(O1)=O.c1ccoc1.CCOCC,O=C1OC(C2C3C=CC(O3)C12)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC(=O)OCC.C=CC1=CCCC([C@@H]1OC(C)=O)C,CC(=O)OC1C2=CCCC(C2CCC1C)C(=O)OCC,Diels-Alder cycloaddition
CC(C)(C)OC(=O)N1C(C=CC1C(C)(C)O[SiH2]C(C)(C)C)=O.C1C=CCC=1.Cc1ccccc1,CC(C)(C)OC(=O)N1C(C2C3C=CC(C3)C2C1C(C)(C)O[SiH2]C(C)(C)C)=O,Diels-Alder cycloaddition
C=C(/C=C/N(C)C)O[Si](C)(C)C(C)(C)C.COc1ccc(cc1)C=O,CN(C)C1C=C(C[C@H](O1)c1ccc(cc1)OC)O[Si](C)(C)C(C)(C)C,Oxa-Diels-Alder reaction
C#Cc1cc(c(cc1C(F)(F)F)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(F)(F)F)-c1ccnnc1,Aza-Diels-Alder reaction
C#Cc1cc(c(cc1C(C)C)N)C(=O)OC.c1cnnnn1.ClCCCl,COC(=O)c1cc(c(cc1N)C(C)C)-c1ccnnc1,Aza-Diels-Alder reaction
C=CC=O.COC1=CC=C2[C@H]3Cc4ccc(c5O[C@@H]1[C@]2(CCN3CC1CC1)c54)OC,CO[C@@]12C=C[C@@]3(C[C@@H]2C=O)[C@H]2Cc4ccc(c5O[C@@H]1[C@]3(CCN2CC1CC1)c54)OC,Diels-Alder cycloaddition
C/C=C/C=O.COC1=CC=C2[C@H]3Cc4ccc(c5O[C@@H]1[C@]2(CCN3C)c54)OC,CN1CC[C@@]23c4c5ccc(c4O[C@H]3[C@]3(C=C[C@]2([C@H]1C5)[C@H]([C@@H]3C=O)C)OC)OC,Diels-Alder cycloaddition
C=CC=O.COC1=CC=C2[C@H]3Cc4ccc(c5O[C@@H]1[C@]2(CCN3C)c54)OC,CO[C@@]12C=C[C@@]3(C[C@@H]2C=O)[C@H]2Cc4ccc(c5O[C@@H]1[C@]3(CCN2C)c54)OC,Diels-Alder cycloaddition
CC1(C=CC=CC1)C.O=C1C=CC(c2cc3sc(sc3cc12)=S)=O.Cc1ccccc1,CC1(CC2C=CC1C1C(c3cc4sc(sc4cc3C(C21)=O)=S)=O)C,Diels-Alder cycloaddition
