src,prod
O=C(Cl)CCl.O=C1CCc2ccccc2O1.S=C=S.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2OC(CCc2c1)=O
O=C(Cl)CCl.O=C1COc2c(cccc2N1)F.ClCCCl.Cl[Al](Cl)Cl,O=C1COc2c(cc(cc2N1)C(=O)CCl)F
O=C(Cl)CCl.O=C1COc2cc(ccc2N1)F.[NH4+].[Cl-].ClCCCl.Cl[Al](Cl)Cl,O=C1COc2cc(c(cc2N1)C(=O)CCl)F
O=C(Cl)CCl.O=C1CSc2ccccc2N1.COc1ccc(cn1)N.ClCCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2SCC(Nc2c1)=O
O=C(Cl)CCl.O=C1CSc2ccccc2N1.Cl.ClCCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2SCC(Nc2c1)=O
O=C(Cl)CCl.O=C1CSc2ccccc2N1.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2SCC(Nc2c1)=O
O=C(Cl)CCl.O=C1Cc2ccc(cc2N1)Br.ClCCCl.Cl[Al](Cl)Cl,O=C1Cc2cc(c(cc2N1)Br)C(=O)CCl
O=C(Cl)CCl.O=C1Cc2ccc(cc2N1)Br.O.CC(Cl)Cl.Cl[Al](Cl)Cl,O=C1Cc2cc(c(cc2N1)Br)C(=O)CCl
O=C(Cl)CCl.O=C1Cc2ccc(cc2N1)Cl.ClCCl.Cl[Al](Cl)Cl,O=C1Cc2cc(c(cc2N1)Cl)C(=O)CCl
O=C(Cl)CCl.O=C1Cc2ccc(cc2N1)Cl.O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C1Cc2cc(c(cc2N1)Cl)C(=O)CCl
O=C(Cl)CCl.O=C1Cc2ccccc2N1.ClCCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2NC(Cc2c1)=O
O=C(Cl)CCl.O=C1Cc2ccccc2N1.O.Cl.CC(Cl)Cl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2NC(Cc2c1)=O
O=C(Cl)CCl.O=C1Cc2ccccc2N1.O.Cl.CCOC(C)=O.CC(Cl)Cl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2NC(Cc2c1)=O
O=C(Cl)CCl.O=C1Cc2ccccc2N1.O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2NC(Cc2c1)=O
O=C(Cl)CCl.O=C1Cc2ccccc2N1.S=C=S.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2NC(Cc2c1)=O
O=C(Cl)CCl.O=C1NCCCc2ccsc12.O.ClCCl.Cl[Al](Cl)Cl,O=C1NCCCc2cc(sc12)C(=O)CCl
O=C(Cl)CCl.O=Cc1ccc[nH]1.O.O.CC(Cl)Cl.Cl[Al](Cl)Cl,O=Cc1cc(c[nH]1)C(=O)CCl
O=C(Cl)CCl.O=S(=O)(c1ccc(cc1)-c1ccccc1)C(F)F.O.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(cc1)-c1ccc(cc1)S(=O)(=O)C(F)F
O=C(Cl)CCl.O=S(=O)(c1ccccc1)N1CCc2ccccc21.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1
O=C(Cl)CCl.O=S(=O)(c1ccccc1)N1CCc2ccccc21.O.ClCCCl.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1
O=C(Cl)CCl.O=c1[nH]c2cc(ccc2[nH]1)Cl.ClCCCl.Cl[Al](Cl)Cl,O=C(CCl)c1cc2[nH]c([nH]c2cc1Cl)=O
O=C(Cl)CCl.O=c1cc2CCSc3ccccc3-c2nn1-c1ccc(cc1)Cl.CC(Cl)Cl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2SCCc3cc(n(nc3-c2c1)-c1ccc(cc1)Cl)=O
O=C(Cl)CCl.O=c1ccc2cccc(c2[nH]1)O.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(c2[nH]c(ccc12)=O)O
O=C(Cl)CCl.O=c1ccc2ccccc2[nH]1.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2[nH]c(ccc2c1)=O
O=C(Cl)CCl.OCCc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(cc1)CCO
O=C(Cl)CCl.Oc1ccc(cc1)Cl.Cl[Al](Cl)Cl,O=C(CCl)c1cc(ccc1O)Cl
O=C(Cl)CCl.Oc1ccccc1O.CC(=O)O.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(c(c1)O)O
O=C(Cl)CCl.Oc1ccccc1O.Cl.CC(C)NCC(O)c1ccc(c(c1)O)O.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(c(c1)O)O
O=C(Cl)CCl.Oc1ccccc1O.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(c(c1)O)O
O=C(Cl)CCl.c1cc2sccc2s1.O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1cc2sccc2s1
O=C(Cl)CCl.c1ccc(cc1)-c1cnc2[nH]ccc2c1.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1c[nH]c2ncc(cc12)-c1ccccc1
O=C(Cl)CCl.c1ccc(cc1)OCc1nnn[nH]1.ClCCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(cc1)OCc1nnn[nH]1
O=C(Cl)CCl.c1ccc(cc1)Oc1ccccc1.O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(cc1)Oc1ccccc1
O=C(Cl)CCl.c1ccc(cc1)Sc1ccccc1.O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc(cc1)Sc1ccccc1
O=C(Cl)CCl.c1ccc2OCCCc2c1.ClCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ccc2OCCCc2c1
O=C(Cl)CCl.c1ccc2cc[nH]c2n1.S=C=S.Cl[Al](Cl)Cl,O=C(CCl)c1c[nH]c2ncccc12
O=C(Cl)CCl.c1cn2cncc2s1.O.ClCCCl.Cl[Al](Cl)Cl,O=C(CCl)c1ncn2ccsc12
O=C(Cl)CF.Fc1cccc(c1)F.ClCCl.Cl[Al](Cl)Cl,O=C(CF)c1ccc(cc1F)F
O=C(Cl)CSCCc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,O=C1CSCCc2ccccc12
O=C(Cl)CSc1ccc(cc1)Br.Cl.ClCCCl.Cl[Al](Cl)Cl,O=C1CSc2ccc(cc12)Br
O=C(Cl)Cc1ccc(cc1)Br.Clc1ccccc1.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Br)c1ccc(cc1)Cl
O=C(Cl)Cc1ccc(cc1)Br.c1ccc(cc1)Oc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Br)c1ccc(cc1)Oc1ccccc1
O=C(Cl)Cc1ccc(cc1)Br.c1ccccc1.Cl[Al](Cl)Cl.O,O=C(Cc1ccc(cc1)Br)c1ccccc1
O=C(Cl)Cc1ccc(cc1)C(F)(F)F.CCOC(=O)c1[nH]ccc1C.Cl[Al](Cl)Cl.ClCCl,CCOC(=O)c1[nH]cc(c1C)C(=O)Cc1ccc(cc1)C(F)(F)F
O=C(Cl)Cc1ccc(cc1)C(F)(F)F.CCOC(=O)c1ccc([nH]1)C.Cl[Al](Cl)Cl.ClCCl,CCOC(=O)c1cc(c([nH]1)C)C(=O)Cc1ccc(cc1)C(F)(F)F
O=C(Cl)Cc1ccc(cc1)Cl.Brc1ccccc1.O.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Cl)c1ccc(cc1)Br
O=C(Cl)Cc1ccc(cc1)Cl.CCOC(=O)c1ccc[nH]1.NC(CO)(CO)CO.CC(Cl)Cl.Cl[Al](Cl)Cl.O,CCOC(=O)c1cc(c[nH]1)C(=O)Cc1ccc(cc1)Cl
O=C(Cl)Cc1ccc(cc1)Cl.Clc1ccccc1.Cl.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Cl)c1ccc(cc1)Cl
O=C(Cl)Cc1ccc(cc1)Cl.Clc1ccccc1.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Cl)c1ccc(cc1)Cl
O=C(Cl)Cc1ccc(cc1)Cl.O=C1COc2ccccc2N1.O.CCOC(C)=O.ClCCCl.Cl[Al](Cl)Cl,O=C1COc2ccc(cc2N1)C(=O)Cc1ccc(cc1)Cl
O=C(Cl)Cc1ccc(cc1)Cl.Oc1cccc(c1)F.N.ClCCCl.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Cl)c1ccc(cc1O)F
O=C(Cl)Cc1ccc(cc1)Cl.Oc1cccc(c1F)F.O.ClCCCl.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Cl)c1ccc(c(c1O)F)F
O=C(Cl)Cc1ccc(cc1)Cl.c1ccc(cc1)Oc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)Cl)c1ccc(cc1)Oc1ccccc1
O=C(Cl)Cc1ccc(cc1)Cl.c1ccccc1.Cl[Al](Cl)Cl.O,O=C(Cc1ccc(cc1)Cl)c1ccccc1
O=C(Cl)Cc1ccc(cc1)F.Brc1ccccc1.O.S=C=S.Cl[Al](Cl)Cl,O=C(Cc1ccc(cc1)F)c1ccc(cc1)Br
O=C(Cl)Cc1ccc(cc1)F.c1ccccc1.Cl[Al](Cl)Cl.Cl,O=C(Cc1ccc(cc1)F)c1ccccc1
O=C(Cl)Cc1ccc(cc1F)F.O=C1COc2ccccc2N1.[O-][N+](=O)c1ccccc1.CC(C)OC(C)C.Cl[Al](Cl)Cl.Cl,O=C1COc2ccc(cc2N1)C(=O)Cc1ccc(cc1F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)Cl.Cc1cc(cc2c1[nH]cc2)OC(F)(F)F.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.CCCCCC.CC[Al](Cl)CC.ClCCl.O.[Na+].[K+],Cc1cc(cc2c1[nH]cc2C(=O)Cc1ccc(cc1OCCOCc1ccccc1)Cl)OC(F)(F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)Cl.Clc1ccc2cc[nH]c2c1.[Na+].CCCCCC.CC[Al](Cl)CC.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.ClCCl.[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)Cl)c1c[nH]c2cc(ccc12)Cl
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)Cl.FC(F)(F)Oc1ccc2[nH]ccc2c1.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.CCCCCC.CC[Al](Cl)CC.ClCCl.O.[Na+].[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)Cl)c1c[nH]c2ccc(cc12)OC(F)(F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)Cl.Fc1cc2[nH]ccc2cc1F.O.[Na+].CCCCCC.CC[Al](Cl)CC.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.ClCCl.[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)Cl)c1c[nH]c2cc(c(cc12)F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)Cl.Fc1ccc2cc[nH]c2c1.[O-]C(=O)C(O)C(O)C([O-])=O.CCCCCC.CC[Al](Cl)CC.[O-]S([O-])(=O)=O.C1CCOC1.ClCCl.O.O.O.O.O.[Na+].[Na+].[Na+].[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)Cl)c1c[nH]c2c1ccc(c2)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.COc1cc2[nH]ccc2cc1OC(F)(F)F.CCCCCC.CC[Al](Cl)CC.ClCCl,COc1cc2[nH]cc(c2cc1OC(F)(F)F)C(=O)Cc1ccc(cc1OCCOCc1ccccc1)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.COc1cc2[nH]ccc2cc1OC(F)(F)F.CC[Al](Cl)CC.ClCCl,COc1cc2[nH]cc(c2cc1OC(F)(F)F)C(=O)Cc1ccc(cc1OCCOCc1ccccc1)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Cc1cc(cc2c1[nH]cc2)OC(F)(F)F.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.CCCCCC.CC[Al](Cl)CC.ClCCl.O.[Na+].[K+],Cc1cc(cc2c1[nH]cc2C(=O)Cc1ccc(cc1OCCOCc1ccccc1)F)OC(F)(F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Cc1cc(cc2cc[nH]c12)OC(F)(F)F.CC[Al](Cl)CC.ClCCl,Cc1cc(cc2c(c[nH]c12)C(=O)Cc1ccc(cc1OCCOCc1ccccc1)F)OC(F)(F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Clc1ccc2cc[nH]c2c1.CC[Al](Cl)CC.ClCCl,O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2cc(ccc12)Cl
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Clc1ccc2cc[nH]c2c1.[Na+].CCCCCC.CC[Al](Cl)CC.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.ClCCl.[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2cc(ccc12)Cl
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.FC(F)(F)Oc1ccc2[nH]ccc2c1.CC[Al](Cl)CC.ClCCl,O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2ccc(cc12)OC(F)(F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.FC(F)(F)Oc1ccc2[nH]ccc2c1.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.CCCCCC.CC[Al](Cl)CC.[O-]S([O-])(=O)=O.C1CCOC1.ClCCl.O.[Na+].[Na+].[Na+].[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2c1cc(cc2)OC(F)(F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Fc1cc2[nH]ccc2cc1F.CC[Al](Cl)CC.ClCCl,O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2cc(c(cc12)F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Fc1cc2[nH]ccc2cc1F.[Na+].CCCCCC.CC[Al](Cl)CC.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.ClCCl.[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2cc(c(cc12)F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Fc1cc2[nH]ccc2cc1F.[Na+].Cl.CCCCCC.CC[Al](Cl)CC.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.ClCCl.[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2cc(c(cc12)F)F
O=C(Cl)Cc1ccc(cc1OCCOCc1ccccc1)F.Fc1ccc2cc[nH]c2c1.[Na+].CCCCCC.CC[Al](Cl)CC.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.ClCCl.[K+],O=C(Cc1ccc(cc1OCCOCc1ccccc1)F)c1c[nH]c2cc(ccc12)F
O=C(Cl)Cc1cccc(c1)C(F)(F)F.CCOC(=O)c1[nH]ccc1C.Cl[Al](Cl)Cl.ClCCl,CCOC(=O)c1[nH]cc(c1C)C(=O)Cc1cccc(c1)C(F)(F)F
O=C(Cl)Cc1cccc(c1)C(F)(F)F.CCOC(=O)c1ccc([nH]1)C.Cl[Al](Cl)Cl.ClCCl,CCOC(=O)c1cc(c([nH]1)C)C(=O)Cc1cccc(c1)C(F)(F)F
O=C(Cl)Cc1cccc(c1)C(F)(F)F.COc1ccccc1.ClCCCl.Cl[Al](Cl)Cl.O,COc1ccc(cc1)C(=O)Cc1cccc(c1)C(F)(F)F
O=C(Cl)Cc1cccc(c1)Cl.O=C(c1ccc[nH]1)C(Cl)(Cl)Cl.Cl[Al](Cl)Cl.ClCCl,O=C(Cc1cccc(c1)Cl)c1c[nH]c(c1)C(=O)C(Cl)(Cl)Cl
O=C(Cl)Cc1cccc(c1F)F.Brc1cnc2[nH]ccc2c1.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1cccc(c1F)F)c1c[nH]c2ncc(cc21)Br
O=C(Cl)Cc1cccc(c1F)F.c1ccc2cc[nH]c2n1.O.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1cccc(c1F)F)c1c[nH]c2ncccc21
O=C(Cl)Cc1cccc2ccccc21.ClCCl.Cl[Al](Cl)Cl,O=C1Cc2cccc3cccc1c23
O=C(Cl)Cc1cccc2ccccc21.O.O.ClCCl.Cl[Al](Cl)Cl,O=C1Cc2cccc3cccc1c23
O=C(Cl)Cc1ccccc1.Brc1ccc2sccc2c1.O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1csc2ccc(cc12)Br
O=C(Cl)Cc1ccccc1.Brc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1ccc(cc1)Br
O=C(Cl)Cc1ccccc1.COc1ccccc1.ClC(Cl)Cl.Cl[Al](Cl)Cl.ClCCl.CO.Cl,COc1ccc(cc1)C(=O)Cc1ccccc1
O=C(Cl)Cc1ccccc1.Clc1ccccc1.O.Cl.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1ccc(cc1)Cl
O=C(Cl)Cc1ccccc1.Clc1ccccc1.O.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1ccc(cc1)Cl
O=C(Cl)Cc1ccccc1.Fc1ccccc1.O.Cl.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1ccc(cc1)F
O=C(Cl)Cc1ccccc1.O=C1COc2ccccc2N1.ClCCCl.Cl[Al](Cl)Cl,O=C1COc2ccc(cc2N1)C(=O)Cc1ccccc1
O=C(Cl)Cc1ccccc1.O=C1c2ccccc2C(N1C1Cc2ccccc2C1)=O.O.CC(Cl)Cl.Cl[Al](Cl)Cl,O=C1c2ccccc2C(N1C1Cc2cc(ccc2C1)C(=O)Cc1ccccc1)=O
O=C(Cl)Cc1ccccc1.O=S(=O)(c1ccccc1)n1cccc1.CCOC(C)=O.ClCCCl.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1ccn(c1)S(=O)(=O)c1ccccc1
O=C(Cl)Cc1ccccc1.Oc1ccc(cc1)O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1cc(ccc1O)O
O=C(Cl)Cc1ccccc1.c1cc2ccccc2[nH]1.CCCCCC.CC[Al](Cl)CC.ClCCl,O=C(Cc1ccccc1)c1c[nH]c2ccccc12
O=C(Cl)Cc1ccccc1.c1cc2ccccc2s1.[Na+].CC(Cl)Cl.[O-]C(=O)[C@H](O)[C@@H](O)C([O-])=O.Cl[Al](Cl)Cl.[K+],O=C(Cc1ccccc1)c1csc2ccccc12
O=C(Cl)Cc1ccccc1.c1ccc(cc1)Oc1ccccc1.O.S=C=S.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1ccc(cc1)Oc1ccccc1
O=C(Cl)Cc1ccccc1.c1ccc2cc[nH]c2n1.O.ClCCl.Cl[Al](Cl)Cl,O=C(Cc1ccccc1)c1c[nH]c2ncccc12
O=C(Cl)Cc1ccccc1F.O=C1COc2ccccc2N1.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,O=C(Cc1ccccc1F)c1ccc2OCC(Nc2c1)=O
O=C(Cl)Oc1ccccc1.Oc1ccc(c2ccccc12)Cl.O.Cl.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,O=C(Oc1ccccc1)c1cc(c2ccccc2c1O)Cl
O=C(Cl)Oc1ccccc1.Oc1cccc2ccccc12.O.Cc1ccccc1.Cl[Al](Cl)Cl,O=C(Oc1ccccc1)c1ccc2ccccc2c1O
O=C(Cl)c1c(cc(cc1Cl)Br)Cl.O=C(Nc1nccc2cc[nH]c12)C1CC1.CO.ClCCl.Cl[Al](Cl)Cl,O=C(c1c[nH]c2c(nccc12)NC(=O)C1CC1)c1c(cc(cc1Cl)Br)Cl
O=C(Cl)c1c(cc(cc1F)F)F.c1ccccc1.O.[Cl-].[Cl-].[Cl-].[Fe+3],O=C(c1ccccc1)c1c(cc(cc1F)F)F
O=C(Cl)c1c(cccc1C(F)(F)F)Cl.c1cc2ccccc2[nH]1.CC[Mg]Br.Cl[Al](Cl)Cl.ClCCl.Cl[Zn]Cl,O=C(c1c[nH]c2ccccc12)c1c(cccc1C(F)(F)F)Cl
O=C(Cl)c1c(cccc1Cl)Cl.c1cc2cc[nH]c2cn1.CO.ClCCl.Cl[Al](Cl)Cl,O=C(c1c[nH]c2cnccc21)c1c(cccc1Cl)Cl
O=C(Cl)c1c(nc2ccc(cc2c1-c1ccccc1)Br)Cl.ClCCl.Cl[Al](Cl)Cl,O=C1c2c(nc3ccc(cc3c2-c2ccccc12)Br)Cl
O=C(Cl)c1c(ncn1-c1ccc(cc1Cl)F)Cl.Fc1cccc(c1)F.ClC(Cl)C(Cl)Cl.Cl[Al](Cl)Cl.Cl,O=C(c1ccc(cc1F)F)c1c(ncn1-c1ccc(cc1Cl)F)Cl
O=C(Cl)c1cc(c(c(c1)Cl)O)Cl.CCc1cc2ccccc2o1.Cl[Sn](Cl)(Cl)Cl.S=C=S.N#N.O,CCc1oc2ccccc2c1C(=O)c1cc(c(c(c1)Cl)O)Cl
O=C(Cl)c1cc(c2ccccc2o1)=O.c1ccccc1.Cl[Al](Cl)Cl.O.O,O=C(c1ccccc1)c1cc(c2ccccc2o1)=O
O=C(Cl)c1cc(cc(c1)F)Br.c1cocn1.CCCC[Li].Cl[Zn]Cl.I[Cu],O=C(c1cc(cc(c1)F)Br)c1ncco1
O=C(Cl)c1cc(ccc1Br)I.c1ccc2OCCCc2c1.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc2OCCCc2c1)c1cc(ccc1Br)I
O=C(Cl)c1cc(ccc1Br)I.c1ccc2OCCOc2c1.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc2OCCOc2c1)c1cc(ccc1Br)I
O=C(Cl)c1cc(ccc1Cl)Br.FC(F)COc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)OCC(F)F)c1cc(ccc1Cl)Br
O=C(Cl)c1cc(ccc1Cl)Br.Fc1ccc(cc1)-c1cccs1.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc(s1)-c1ccc(cc1)F)c1cc(ccc1Cl)Br
O=C(Cl)c1cc(ccc1Cl)Br.O=C(c1cc(ccc1Cl)Br)c1ccc2OCCc2c1.Fc1ccc(cc1)-c1cccs1.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc(s1)-c1ccc(cc1)F)c1cc(ccc1Cl)Br
O=C(Cl)c1cc(ccc1Cl)Br.c1ccc2OCCc2c1.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc2OCCc2c1)c1cc(ccc1Cl)Br
O=C(Cl)c1cc(ccc1Cl)Cl.Fc1ccccc1.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)F)c1cc(ccc1Cl)Cl
O=C(Cl)c1cc(ccc1Cl)Cl.Fc1ccccc1.O.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)F)c1cc(ccc1Cl)Cl
O=C(Cl)c1cc(ccc1Cl)Cl.c1cc[nH]c1.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc[nH]1)c1cc(ccc1Cl)Cl
O=C(Cl)c1cc(ccc1Cl)Cl.c1ccc(cc1)Oc1ccccc1.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)Oc1ccccc1)c1cc(ccc1Cl)Cl
O=C(Cl)c1cc(ccc1Cl)Cl.c1ccc(cc1)Oc1ccccc1.O.Cl.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)Oc1ccccc1)c1cc(ccc1Cl)Cl
O=C(Cl)c1cc(ccc1Cl)I.c1ccc2OCCOc2c1.O.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc2OCCOc2c1)c1cc(ccc1Cl)I
O=C(Cl)c1cc(ncn1)Cl.Clc1ccccc1Cl.O.Cl[Al](Cl)Cl,O=C(c1ccc(c(c1)Cl)Cl)c1cc(ncn1)Cl
O=C(Cl)c1cc(ncn1)Cl.Fc1ccc2ccn(c2c1)CCCN1CCCC1.O.[Na+].[Na+].CC#N.[O-]S([O-])(=O)=O.ClCCl.Cl[Al](Cl)Cl,O=C(c1cc(ncn1)Cl)c1cn(c2cc(ccc12)F)CCCN1CCCC1
O=C(Cl)c1cc(ncn1)Cl.O=c1[nH]c2ccccc2o1.O.CCOC(C)=O.Cl[Al](Cl)Cl,O=C(c1ccc2[nH]c(oc2c1)=O)c1cc(ncn1)Cl
O=C(Cl)c1cc(ncn1)Cl.c1cc2ccccc2[nH]1.O.ClCCl.Cl[Al](Cl)Cl,O=C(c1cc(ncn1)Cl)c1c[nH]c2ccccc12
O=C(Cl)c1cc(ncn1)Cl.c1ccc2ccn(c2c1)CCN1CCCC1.[Na+].[Na+].[O-]S([O-])(=O)=O.ClCCl.Cl[Al](Cl)Cl,O=C(c1cc(ncn1)Cl)c1cn(c2ccccc12)CCN1CCCC1
O=C(Cl)c1ccc(c(c1)Cl)F.c1ccccc1.O.[Cl-].[Cl-].[Cl-].[Fe+3],O=C(c1ccccc1)c1ccc(c(c1)Cl)F
O=C(Cl)c1ccc(c(c1)F)F.COc1ccccc1.ClC(Cl)C(Cl)Cl.Cl[Zn]Cl,COc1ccc(cc1)C(=O)c1ccc(c(c1)F)F
O=C(Cl)c1ccc(c(c1)F)F.c1ccc2sc(cc2c1)-c1ccc(cc1)OCCN1CCCC1.Cl[Ti](Cl)(Cl)Cl,O=C(c1ccc(c(c1)F)F)c1c2ccccc2sc1-c1ccc(cc1)OCCN1CCCC1
O=C(Cl)c1ccc(cc1)Br.Fc1ccccc1.Cl.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)Br)c1ccc(cc1)F
O=C(Cl)c1ccc(cc1)Br.Fc1ccccc1.O.Cl.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)Br)c1ccc(cc1)F
O=C(Cl)c1ccc(cc1)Br.c1ccc(cc1)Sc1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,O=C(c1ccc(cc1)Sc1ccccc1)c1ccc(cc1)Br
O=C(Cl)c1ccc(cc1)Br.c1ccc2cc(sc2c1)-c1ccc(cc1)OCCN1CCCC1.[Na+].[O-]C(=O)O.ClCCl.Cl[Ti](Cl)(Cl)Cl,O=C(c1ccc(cc1)Br)c1c2ccccc2sc1-c1ccc(cc1)OCCN1CCCC1
O=C(Cl)c1ccc(cc1)C(F)(F)F.COc1ccc(cc1)CC.Cl[Al](Cl)Cl.ClCCl.Cl,COc1ccc(cc1C(=O)c1ccc(cc1)C(F)(F)F)CC
O=C(Cl)c1ccc(cc1)C(F)(F)F.COc1ccccc1OC.Cl[Sn](Cl)(Cl)Cl.ClCCl.O.Cl,COc1ccc(cc1OC)C(=O)c1ccc(cc1)C(F)(F)F
