[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][c:7]2[cH:8][cH:9][c:10]([NH:11][C:12](=[O:13])[C:14]3([c:15]4[cH:16][cH:17][c:18]5[c:19]([cH:20]4)[O:21][CH2:22][O:23]5)[CH2:24][CH2:25]3)[cH:26][c:27]2[c:28]1[CH:29]=[N:30][OH:31]>>CC(C)(C)c1[nH]c2ccc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)cc2c1C#N 29;;29-30-2.0,30-31-1.0;29-30-3.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][c:11]2[cH:12][c:13]([C:14](=[O:15])[NH:16][c:17]3[n:18][c:19]4[c:20]([C:21](=[O:22])[NH:23][c:24]5[n:25][cH:26][cH:27][nH:28]5)[cH:29][cH:30][cH:31][c:32]4[nH:33]3)[cH:34][cH:35][c:36]2[CH2:37]1>>O=C(Nc1nc2c(C(=O)Nc3ncc[nH]3)cccc2[nH]1)c1ccc2c(c1)CCNC2 ;6,6,8;10-9-1.0,5-6-1.0,6-7-2.0,8-9-1.0;10-6-1.0
[CH3:14][CH2:15][c:16]1[cH:17][c:18]([C:19](=[O:20])[OH:21])[cH:22][c:23]([CH3:24])[n:25]1.[CH3:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[NH:8][NH2:9])[cH:10][c:11]([CH3:12])[n:13]1.[ClH:1]>>CCc1cc(C(=O)NN)cc(C)n1 12;;14-15-1.0;12-14-1.0
[CH3:1][CH:2]([CH3:3])[c:4]1[c:5]([C:6](=[O:7])[NH:8][CH2:9][c:10]2[cH:11][cH:12][c:13]([F:14])[c:15]([F:16])[cH:17]2)[c:18]2[cH:19][cH:20][c:21]([C:22](=[O:23])[OH:24])[cH:25][c:26]2[n:27]1[CH2:28][c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1.[CH:39]#[C:40][CH2:41][NH2:42].[Cl:35][CH2:36][CH2:37][Cl:38]>>C#CCNC(=O)c1ccc2c(C(=O)NCc3ccc(F)c(F)c3)c(C(C)C)n(Cc3ccccc3)c2c1 24,42;;22-23-2.0,22-24-1.0;22-24-2.0,22-42-1.0
[CH3:11][CH2:12][O:13][C:14](=[O:15])[C:16]([CH3:17])([CH3:18])[Br:19].[I-:27].[K+:20].[K+:21].[K+:26].[Na+:32].[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([OH:9])[cH:10]1.[O:22]=[C:23]([O-:24])[O-:25].[O:28]=[C:29]([O-:30])[OH:31]>>CCOC(=O)C(C)(C)Oc1cccc([N+](=O)[O-])c1 9;;16-19-1.0;16-9-1.0
[Br:8][c:9]1[cH:10][n:11][cH:12][c:13]([Br:14])[cH:15]1.[CH3:17][CH2:18][CH2:19][CH2:20][N+:21]([CH2:22][CH2:23][CH2:24][CH3:25])([CH2:26][CH2:27][CH2:28][CH3:29])[CH2:30][CH2:31][CH2:32][CH3:33].[CH3:1][C:2]#[C:3][Si:4]([CH3:5])([CH3:6])[CH3:7].[CH3:34][CH2:35][N:36]([CH2:37][CH3:38])[CH2:39][CH3:40].[F-:16]>>CC#Cc1cncc(Br)c1 ;;13-14-1.0,3-4-1.0;13-3-1.0
[CH3:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[Br:10].[Cl-:18].[I:2].[Mg:1].[NH4+:19].[O:11]=[C:12]([OH:13])[C:14]([F:15])([F:16])[Cl:17]>>Cc1ccccc1C(=O)C(F)(F)Cl ;;10-9-1.0,12-13-1.0;12-9-1.0
[CH3:11][C:12]1([CH3:13])[NH:14][C:15](=[O:16])[CH2:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]21.[K+:1].[O:2]=[N+:3]([O-:4])[O-:5].[O:6]=[S:7](=[O:8])([OH:9])[OH:10]>>CC1(C)NC(=O)Cc2cc([N+](=O)[O-])ccc21 20;;2-3-2.0,3-4-1.0;20-3-1.0,3-4-2.0
[Cl-:20].[NH4+:21].[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][c:6]([Cl:7])[c:8]([O:9][c:10]2[cH:11][cH:12][n:13][cH:14][c:15]2[Br:16])[cH:17][c:18]1[F:19]>>Nc1cc(Cl)c(Oc2ccncc2Br)cc1F ;2,2;1-2-2.0,2-3-1.0;
[CH3:4][CH2:5][c:6]1[cH:7][c:8]([CH3:9])[cH:10][c:11]([CH2:12][CH3:13])[c:14]1[CH2:15][Cl:16].[N:1]#[C:2][Na:3]>>CCc1cc(C)cc(CC)c1CC#N ;;15-16-1.0,2-3-1.0;15-2-1.0
[NH2:28][CH2:29][c:30]1[cH:31][cH:32][cH:33][c:34]([F:35])[cH:36]1.[O:1]=[C:2]([N:3]1[CH2:4][CH2:5][c:6]2[c:7]([F:8])[cH:9][c:10]([Cl:11])[c:12]([O:13][S:14](=[O:15])(=[O:16])[C:17]([F:18])([F:19])[F:20])[c:21]2[CH2:22][CH2:23]1)[C:24]([F:25])([F:26])[F:27]>>O=C(N1CCc2c(F)cc(Cl)c(NCc3cccc(F)c3)c2CC1)C(F)(F)F 28;;12-13-1.0;12-28-1.0
[CH3:20][CH2:21][O:22][C:23](=[O:24])[N:25]=[N:26][C:27](=[O:28])[O:29][CH2:30][CH3:31].[CH3:32][CH:33]([OH:34])[C:35](=[O:36])[O:37][C:38]([CH3:39])([CH3:40])[CH3:41].[NH2:42][c:43]1[n:44][cH:45][c:46](-[c:47]2[cH:48][cH:49][c:50]([OH:51])[c:52]([F:53])[cH:54]2)[cH:55][n:56]1.[cH:1]1[cH:2][cH:3][c:4]([P:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:18][cH:19]1>>CC(Oc1ccc(-c2cnc(N)nc2)cc1F)C(=O)OC(C)(C)C 34;;50-51-1.0;34-50-1.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12]([NH:13][c:14]3[cH:15][cH:16][n:17][n:18]3[C:19]([CH3:20])([CH3:21])[CH3:22])[n:23]2)[CH2:24][CH2:25][N:26]([C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:34][CH2:35]1.[ClH:36]>>CCOC(=O)C1(Cc2cccc(Nc3ccnn3C(C)(C)C)n2)CCNCC1 ;26;26-27-1.0;
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([NH:12][c:13]2[cH:14][c:15]([N:16]3[CH2:17][CH2:18][c:19]4[cH:20][c:21]([S:22]([CH3:23])(=[O:24])=[O:25])[cH:26][cH:27][c:28]43)[n:29][cH:30][n:31]2)[CH2:32][CH2:33]1.[O:34]=[C:35]([OH:36])[C:37]([F:38])([F:39])[F:40]>>CS(=O)(=O)c1ccc2c(c1)CCN2c1cc(NC2CCNCC2)ncn1 ;6,6,8;10-9-1.0,5-6-1.0,6-7-2.0,8-9-1.0;10-6-1.0
[CH3:10][CH2:11][O:12][CH:13]([CH3:14])[N:15]([CH3:16])[CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH3:1][CH2:2][N:3]([CH:4]=[O:5])[CH:6]([CH3:7])[O:8][CH3:9].[CH3:24][CH2:25][NH:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.[CH3:34][CH2:35][O:36][CH2:37][CH2:38][Br:39]>>CCOC(C)N(CC)Cc1ccccc1 16;;1-2-1.0;1-16-1.0
[Na+:12].[O:13]=[C:14]([OH:15])[CH2:16][Cl:17].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[OH:10].[OH-:11]>>O=C(O)COc1ccccc1C(=O)O 10;;16-17-1.0;10-16-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]1[CH2:10][CH2:11][CH:12]([N:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]2)[CH2:19][CH2:20]1.[CH3:21][CH2:22][O:23][C:24]([CH3:25])=[O:26].[ClH:27]>>NC1CCC(N2CCCCC2)CC1 ;8;6-8-1.0;
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]=[N:9][C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16].[CH3:28][C:29]([CH3:30])([CH3:31])[O:32][C:33](=[O:34])[N:35]1[CH2:36][CH2:37][CH:38]([OH:39])[CH2:40][CH2:41]1.[O:17]=[N+:18]([O-:19])[c:20]1[cH:21][cH:22][c:23]([F:24])[cH:25][c:26]1[OH:27].[cH:42]1[cH:43][cH:44][c:45]([P:46]([c:47]2[cH:48][cH:49][cH:50][cH:51][cH:52]2)[c:53]2[cH:54][cH:55][cH:56][cH:57][cH:58]2)[cH:59][cH:60]1>>CC(C)(C)OC(=O)N1CCC(Oc2cc(F)ccc2[N+](=O)[O-])CC1 21,39;26;26-27-1.0;21-39-1.0
[CH3:1][CH2:2][c:3]1[cH:4][c:5](-[c:6]2[n:7][o:8][c:9](-[c:10]3[cH:11][c:12]([CH3:13])[n:14][c:15]([N:16]([CH2:17][CH3:18])[CH2:19][CH3:20])[cH:21]3)[n:22]2)[cH:23][c:24]([CH3:25])[c:26]1[CH2:27][CH2:28][C:29](=[O:30])[OH:31].[ClH:36].[NH2:32][CH2:33][CH2:34][OH:35]>>CCc1cc(-c2noc(-c3cc(C)nc(N(CC)CC)c3)n2)cc(C)c1CCC(=O)NCCO 31,32;;29-30-2.0,29-31-1.0;29-31-2.0,29-32-1.0
[CH3:19][C:20]([CH3:21])([CH3:22])[O:23][C:24](=[O:25])[N:26]1[CH2:27][CH:28]([O:29][S:30]([CH3:31])(=[O:32])=[O:33])[CH2:34]1.[CH3:3][c:4]1[cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][N:11]([CH3:12])[CH2:13][CH2:14]2)[cH:15][cH:16][c:17]1[OH:18].[H-:2].[Na+:1].[Na+:36].[OH-:35]>>Cc1cc(CN2CCN(C)CC2)ccc1OC1CN(C(=O)OC(C)(C)C)C1 ;;17-18-1.0,29-30-1.0;17-29-1.0
[CH3:1][CH2:2][c:3]1[cH:4][n:5][n:6]([CH3:7])[c:8]1-[c:9]1[cH:10][s:11][c:12]([C:13](=[O:14])[O:15][CH3:16])[cH:17]1.[Na+:19].[OH-:18]>>CCc1cnn(C)c1-c1csc(C(=O)O)c1 ;14;13-14-2.0,13-15-1.0,15-16-1.0;13-14-1.0,13-15-2.0
[BH4-:13].[CH3:15][CH2:16][O:17][C:18]([CH3:19])=[O:20].[NH2:1][CH:2]1[CH2:3][CH2:4]1.[Na+:14].[O:5]=[CH:6][c:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>c1cc(CNC2CC2)ccn1 1;6;5-6-2.0;1-6-1.0
[CH3:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][c:23]([N:24]([CH3:25])[C:26](=[O:27])[CH:28]2[CH2:29][CH2:30][N:31]([C:32]([CH3:33])=[O:34])[CH2:35][CH2:36]2)[cH:37]1.[CH3:38][C:39](=[O:40])[O:41][BH-:42]([O:43][C:44]([CH3:45])=[O:46])[O:47][C:48]([CH3:49])=[O:50].[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[O:8][c:9]1[cH:10][cH:11][c:12]([Cl:13])[cH:14][cH:15]1.[Na+:51].[Na+:56].[O:52]=[C:53]([O-:54])[OH:55]>>CC(=O)N1CCC(C(=O)N(C)c2cccc(C(C)Nc3ccccc3Oc3ccc(Cl)cc3)c2)CC1 1;17;17-18-2.0;1-17-1.0
[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][n:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12.[CH3:23][O-:24].[CH3:26][OH:27].[ClH:20].[NH2:21][OH:22].[Na+:25].[Na+:32].[O:28]=[C:29]([O-:30])[OH:31]>>O=C(CCn1c2ccccc2c2ccccc21)NO 21;;1-2-1.0,2-3-1.0,3-4-2.0;2-3-2.0,21-3-1.0
[CH3:1][N:2]([C:3](=[O:4])[O:5][C:6]([CH3:7])([CH3:8])[CH3:9])[CH:10]1[CH2:11][CH:12]=[C:13]([c:14]2[cH:15][nH:16][c:17]3[cH:18][cH:19][c:20]([N+:21](=[O:22])[O-:23])[cH:24][c:25]23)[CH2:26][CH2:27]1.[NH2:29][NH2:30].[OH2:28]>>CN(C(=O)OC(C)(C)C)C1CC=C(c2c[nH]c3ccc(N)cc23)CC1 ;21,21;21-22-2.0,21-23-1.0;
[CH3:11][O:12][c:13]1[cH:14][cH:15][cH:16][c:17]([C:18](=[O:19])[CH2:20][Br:21])[cH:22]1.[K+:27].[K+:28].[NH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[OH:10].[O:23]=[C:24]([O-:25])[O-:26].[OH2:29]>>COc1cccc(C(=O)COc2ccccc2C(N)=O)c1 10;;20-21-1.0;10-20-1.0
[CH3:1][c:2]1[n:3][cH:4][cH:5][c:6](-[c:7]2[s:8][c:9]([C:10]3([CH3:11])[CH2:12][CH2:13][N:14]([C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21])[CH2:22][CH2:23]3)[n:24][c:25]2-[c:26]2[cH:27][cH:28][cH:29][c:30]([NH:31][S:32](=[O:33])(=[O:34])[c:35]3[cH:36][cH:37][o:38][cH:39]3)[c:40]2[F:41])[n:42]1.[O:43]=[C:44]([OH:45])[C:46]([F:47])([F:48])[F:49]>>Cc1nccc(-c2sc(C3(C)CCNCC3)nc2-c2cccc(NS(=O)(=O)c3ccoc3)c2F)n1 ;14;14-15-1.0;
[CH3:12][CH2:13][N:14]=[C:15]=[N:16][CH2:17][CH2:18][CH2:19][N:20]([CH3:21])[CH3:22].[CH3:34][CH:35]([CH3:36])[CH2:37][NH:38][CH2:39][c:40]1[cH:41][c:42]([Cl:43])[cH:44][c:45]([CH2:46][N:47]([CH2:48][CH:49]([CH3:50])[CH3:51])[S:52](=[O:53])(=[O:54])[c:55]2[cH:56][c:57]([Cl:58])[cH:59][c:60]([Cl:61])[c:62]2[OH:63])[cH:64]1.[ClH:11].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[n:9][cH:10]1.[OH2:33].[OH:23][n:24]1[n:25][n:26][c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]12>>CC(C)CN(Cc1cc(Cl)cc(CN(CC(C)C)S(=O)(=O)c2cc(Cl)cc(Cl)c2O)c1)C(=O)c1ccc(Cl)nc1 3,38;;1-2-2.0,2-3-1.0;2-3-2.0,2-38-1.0
[CH3:1][CH:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[N:10]1[CH2:11][CH2:12][C:13]([CH2:14][C:15]([CH3:16])([CH3:17])[OH:18])([c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]2)[O:26][C:27]1=[O:28].[CH3:29][c:30]1[cH:31][c:32]([Br:33])[cH:34][c:35]([CH3:36])[n:37]1>>Cc1cc(-c2ccc(C(C)N3CCC(CC(C)(C)O)(c4ccc(F)cc4)OC3=O)cc2)cc(C)n1 ;;32-33-1.0,6-7-1.0;32-6-1.0
[CH3:13][OH:14].[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[c:9]([CH2:10][Br:11])[cH:12]1>>COCc1cc([N+](=O)[O-])ccc1F 14;;10-11-1.0;10-14-1.0
[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]([F:9])[c:10](-[c:11]2[cH:12][cH:13][c:14]([C:15](=[O:16])[OH:17])[c:18]3[n:19][cH:20][cH:21][n:22][c:23]23)[c:24]1[F:25].[CH3:26][N:27]1[CH2:28][CH2:29][N:30]([CH2:31][c:32]2[cH:33][cH:34][c:35]([NH2:36])[cH:37][n:38]2)[CH2:39][CH2:40]1>>COc1cc(OC)c(F)c(-c2ccc(C(=O)Nc3ccc(CN4CCN(C)CC4)nc3)c3nccnc23)c1F 17,36;;15-16-2.0,15-17-1.0;15-17-2.0,15-36-1.0
[CH3:1][CH:2]([NH:3][C:4](=[O:5])[O:6][CH2:7][CH:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]21)[C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([F:28])[cH:29][c:30]1[NH:31][c:32]1[cH:33][cH:34][c:35]([F:36])[cH:37][cH:38]1.[Cl:39][CH2:40][Cl:41].[Na+:46].[O:42]=[C:43]([O-:44])[OH:45]>>CC(NC(=O)OCC1c2ccccc2-c2ccccc21)c1nc2ccc(F)cc2n1-c1ccc(F)cc1 23,31;;21-22-2.0,21-23-1.0,23-24-1.0,30-31-1.0;21-23-1.5,21-31-1.5,23-24-1.5,30-31-1.5
[CH3:50][CH2:51][N:52]([CH2:53][CH3:54])[CH2:55][CH3:56].[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][c:7]([CH2:8][NH:9][CH2:10][c:11]2[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]2)[cH:18]1)[N:19]([CH2:20][c:21]1[cH:22][cH:23][c:24]([F:25])[cH:26][cH:27]1)[CH2:28][c:29]1[cH:30][c:31]([Cl:32])[cH:33][c:34]([Cl:35])[cH:36]1.[O:37]=[S:38](=[O:39])([Cl:40])[c:41]1[cH:42][c:43]([Cl:44])[cH:45][c:46]([Cl:47])[c:48]1[OH:49]>>O=C(c1cccc(CN(Cc2ccc(F)cc2)S(=O)(=O)c2cc(Cl)cc(Cl)c2O)c1)N(Cc1ccc(F)cc1)Cc1cc(Cl)cc(Cl)c1 9;;38-40-1.0;38-9-1.0
[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][N:8]2[CH2:9][c:10]3[c:11]([O:12][c:13]4[cH:14][cH:15][c:16]([NH2:17])[cH:18][c:19]4[F:20])[cH:21][cH:22][n:23][c:24]3[NH:25][C:26]2=[O:27])[cH:28][cH:29]1.[O:30]=[S:31](=[O:32])([Cl:33])[c:34]1[cH:35][cH:36][cH:37][cH:38][c:39]1[F:40]>>COc1ccc(CN2Cc3c(Oc4ccc(NS(=O)(=O)c5ccccc5F)cc4F)ccnc3NC2=O)cc1 17;;31-33-1.0;17-31-1.0
[CH2:24]1[CH2:25][CH2:26][O:27][CH2:28]1.[CH3:1][S:2][c:3]1[n:4][cH:5][c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([S:14]([CH3:15])(=[O:16])=[O:17])[cH:18][cH:19]3)[n:20]2[n:21]1.[CH3:22][OH:23].[O:29]=[C:30]1[CH2:31][CH2:32][C:33](=[O:34])[N:35]1[Br:36]>>CSc1ncc2c(Br)cc(-c3ccc(S(C)(=O)=O)cc3)n2n1 7;;35-36-1.0;36-7-1.0
[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1.[CH3:28][O:29][c:30]1[cH:31][cH:32][cH:33][c:34]([CH2:35][Cl:36])[n:37]1.[NH2:8][c:9]1[n:10][cH:11][cH:12][cH:13][c:14]1-[c:15]1[cH:16][c:17]([CH2:18][c:19]2[cH:20][cH:21][c:22]([OH:23])[cH:24][cH:25]2)[n:26][o:27]1.[Na+:7].[OH-:6]>>COc1cccc(COc2ccc(Cc3cc(-c4cccnc4N)on3)cc2)n1 23;;35-36-1.0;23-35-1.0
[CH3:19][CH:20]([CH3:21])[OH:22].[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([C:9](=[O:10])[CH2:11][Br:12])[cH:13][cH:14]1.[NH2:15][C:16]([NH2:17])=[S:18].[Na+:23].[Na+:24].[O:25]=[C:26]([O-:27])[O-:28]>>COC(=O)c1ccc(-c2csc(N)n2)cc1 11,15,15;;10-9-2.0,11-12-1.0,11-9-1.0,15-16-1.0,16-18-2.0;11-18-1.5,11-9-1.5,15-16-1.5,15-9-1.5,16-18-1.5
[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[n:6][c:7]([OH:8])[cH:9]1.[K+:14].[K+:15].[O:10]=[C:11]([O-:12])[O-:13].[O:16]=[N+:17]([O-:18])[c:19]1[cH:20][cH:21][c:22]([O:23][CH2:24][CH2:25][Br:26])[cH:27][cH:28]1>>Cc1cc(C)nc(OCCOc2ccc([N+](=O)[O-])cc2)c1 8;;25-26-1.0;25-8-1.0
[CH3:15][c:16]1[cH:17][s:18][c:19](-[c:20]2[s:21][cH:22][cH:23][c:24]2[NH2:25])[n:26]1.[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[cH:10][n:11][cH:12][cH:13][c:14]12>>Cc1csc(-c2sccc2NC(=O)Cc2cccc3cnccc23)n1 25;;2-3-1.0;2-25-1.0
[CH3:18][c:19]1[cH:20][cH:21][cH:22][c:23]([B:24]([OH:25])[OH:26])[c:27]1[F:28].[CH3:1][c:2]1[c:3]([Br:4])[cH:5][c:6]([N+:7](=[O:8])[O-:9])[c:10](=[O:11])[n:12]1[CH2:13][C:14]([F:15])([F:16])[F:17].[F-:29].[K+:30]>>Cc1cccc(-c2cc([N+](=O)[O-])c(=O)n(CC(F)(F)F)c2C)c1F ;;23-24-1.0,3-4-1.0;23-3-1.0
[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH:7]2[CH2:8][CH2:9][NH:10][CH2:11][CH2:12]2)[cH:13][cH:14]1.[CH2:15]=[O:16]>>CN1CCC(Cc2ccc(Br)cc2)CC1 10;15;15-16-2.0;10-15-1.0
[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([S:7]([NH2:8])(=[O:9])=[O:10])[cH:11]1.[Na+:28].[O:12]=[C:13]([Cl:14])[CH2:15][O:16][CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[O:24]=[C:25]([O-:26])[OH:27]>>NS(=O)(=O)c1cccc(NC(=O)COCc2ccccc2)c1 1;;13-14-1.0;1-13-1.0
[CH3:33][CH:34]([CH3:35])[I:36].[ClH:1].[K+:31].[K+:32].[O:27]=[C:28]([O-:29])[O-:30].[O:2]=[C:3]1[CH2:4][CH2:5][c:6]2[cH:7][c:8]([O:9][CH:10]3[CH2:11][CH2:12][NH:13][CH2:14][CH2:15]3)[cH:16][cH:17][c:18]2[N:19]1[c:20]1[cH:21][cH:22][c:23]([F:24])[cH:25][cH:26]1>>CC(C)N1CCC(Oc2ccc3c(c2)CCC(=O)N3c2ccc(F)cc2)CC1 13;;34-36-1.0;13-34-1.0
[CH3:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]2[c:8]1[O:9][C:10]([CH3:11])([CH3:12])[C:13]2=[O:14].[Na+:36].[O:15]=[C:16]1[CH2:17][CH2:18][C:19](=[O:20])[N:21]1[Br:22].[O:23]=[C:24]([Cl:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[O:32]=[C:33]([O-:34])[OH:35]>>CC1(C)Oc2c(CBr)cc(F)cc2C1=O 1;;21-22-1.0;1-22-1.0
[CH3:26][C:27]([CH3:28])([CH3:29])[OH:30].[CH3:3][CH:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:11]1[C:12](=[O:13])[CH:14]2[CH:15]1[CH2:16][CH2:17][N:18]2[C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25].[NH3:1].[Na:2]>>CC(C)(C)OC(=O)N1CCC2NC(=O)C21 ;11;11-4-1.0;
[CH3:18][C:19](=[O:20])[OH:21].[CH3:22][C:23](=[O:24])[O:25][BH-:26]([O:27][C:28]([CH3:29])=[O:30])[O:31][C:32]([CH3:33])=[O:34].[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([Br:7])[n:8]1.[Na+:35].[O:9]=[CH:10][C:11]1([F:12])[CH2:13][CH2:14][O:15][CH2:16][CH2:17]1>>FC1(CNc2cccc(Br)n2)CCOCC1 1;10;10-9-2.0;1-10-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1.[NH4+:22].[O:19]=[CH:20][O-:21].[OH2:23]>>CC(C)(C)OC(=O)NCc1ccc(N)cc1 ;14,14;14-15-2.0,14-16-1.0;
[CH3:14][C:15]([CH3:16])([CH3:17])[Si:18]([CH3:19])([CH3:20])[Cl:21].[OH2:22].[OH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[Br:8].[cH:9]1[cH:10][nH:11][cH:12][n:13]1>>CC(C)(C)[Si](C)(C)Oc1ccccc1Br 1;;18-21-1.0;1-18-1.0
[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([CH:8]2[CH2:9][CH2:10][CH2:11][N:12]2[c:13]2[cH:14][cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20]2)[c:21]2[o:22][c:23]([N:24]3[CH2:25][CH2:26][O:27][CH2:28][CH2:29]3)[cH:30][c:31](=[O:32])[c:33]2[cH:34]1.[Na+:36].[OH-:35]>>COc1cccc(N2CCCC2c2cc(C(=O)O)cc3c(=O)cc(N4CCOCC4)oc23)c1 ;2;1-2-1.0;
[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([N:10]2[C:11](=[O:12])[CH2:13][O:14][CH2:15][CH:16]2[CH3:17])[c:18]([Cl:19])[cH:20]1.[Li+:21].[OH-:22]>>CC1COCC(=O)N1c1ccc(C(=O)O)cc1Cl ;3;2-3-1.0;
[Cs+:46].[Cs+:47].[NH2:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([Br:7])[cH:8][c:9]2[c:10]([CH:11]3[CH2:12][CH2:13][N:14]([S:15](=[O:16])(=[O:17])[CH2:18][CH2:19][CH2:20][N:21]4[CH2:22][CH2:23][CH2:24][CH2:25]4)[CH2:26][CH2:27]3)[n:28][nH:29][c:30]12.[O:42]=[C:43]([O-:44])[O-:45].[OH:31][CH2:32][c:33]1[cH:34][cH:35][c:36]([B:37]([OH:38])[OH:39])[cH:40][cH:41]1>>NC(=O)c1cc(-c2ccc(CO)cc2)cc2c(C3CCN(S(=O)(=O)CCCN4CCCC4)CC3)n[nH]c12 ;;36-37-1.0,6-7-1.0;36-6-1.0
[CH3:29][OH:30].[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][c:10](-[n:11]2[n:12][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18][c:19]2[NH2:20])[cH:21][c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]12.[ClH:1].[NH3:28]>>CC(C)(C)c1cc(N)n(-c2cc(CC(N)=O)c3ccccc3c2)n1 28;;3-4-1.0,4-5-1.0,5-6-2.0;28-5-1.0,4-5-2.0
